id,category,issue,polarity,source,language,text,reference,group_id
05894,extraneous,classroom tension,neg,augmented,taglish,"no doubt, pangit talaga ang course na to",,594
05895,extraneous,classroom tension,neg,augmented,taglish,napakaannoying nya!,,595
05896,extraneous,classroom tension,neg,augmented,taglish,"kapag ni-try mong sumabay kapag nagsasalita sya, papatayuin ka nya hanggang sa matapos sya",,596
05897,extraneous,classroom tension,neg,augmented,taglish,nagagalit sya sa mga students na nag-aask lang naman o kumuquestion sakanya,,597
05898,extraneous,classroom tension,neg,augmented,taglish,marami syang napipikon na tao kaya mas naging funny yung class nya... lol.,,598
05899,extraneous,classroom tension,neg,augmented,taglish,di pa ako nagkaproblema sa kahit sinong profesor bago sya. di ko maiexplain kung gano ako kadi-disappointed at kainis na EMPLEYADO PA RIN SYA SA UO. dapat tanggalin sya agad sa trabaho eh,,599
05900,extraneous,classroom tension,neg,augmented,taglish,"masungit sya, bad attitude, not a good teacher!",,600
05901,extraneous,classroom tension,neg,augmented,taglish,NAPAKA-WORST!!!,,601
05902,extraneous,classroom tension,neg,augmented,taglish,Pinakaworst na teacher na nakilala ko sa buong buhay ko,,602
05903,extraneous,classroom tension,neg,augmented,taglish,sobrang awkward nya tapos lagi syang nanginginig. wag kayong magtake ng klase nya o babagsak kayo,,603
05904,extraneous,classroom tension,neg,augmented,taglish,"Pinapafeel nyang tanga ang mga estudyante kapag nagtatanong sila, tapos may malaking paper pa na kailangan mong gawin",,604
05905,extraneous,classroom tension,neg,augmented,taglish,mahilig din syang magsabi sa mga students ng lahat ng way kung pano sila pwedeng magfail sa course nya,,605
05906,extraneous,classroom tension,neg,augmented,taglish,obvious naman na di nya ganong gustong magturo at parang ayaw niya sa mga college student,,606
05907,extraneous,classroom tension,neg,augmented,taglish,"ayaw nya sa mga slow at medyo suplado/suplada sya, pero in fairness, straight to the point at maayos naman sya magturo ng lessons",,607
05908,extraneous,classroom tension,neg,augmented,taglish,make sure na mag-isip ka muna bago magtanong,,608
05909,extraneous,classroom tension,neg,augmented,taglish,always sya nagmumura sa class,,609
05910,extraneous,classroom tension,neg,augmented,taglish,bawal ang cellphone sa klase—'WAG NA 'WAG mong kalimutang i-off o pagagalitan ka nya nang todo. wag kang papahuli haha,,610
05911,extraneous,classroom tension,neg,augmented,taglish,"tinatry nya talagang ipahiya ang mga estudyante nya sa klase, at mali talaga yon",,611
05912,extraneous,classroom tension,neg,augmented,taglish,nakapaannoying ng way niya ng pagiging sarcastic,,612
05913,extraneous,classroom tension,neg,augmented,taglish,short-tempered tapos di sya magandang pakisamahan,,613
05914,extraneous,classroom tension,neg,augmented,taglish,"bilis naman ni sir mafrustrate, konting misunderstanding lang ng kaklase ko kanina kala mo sinong suplado eh",,614
05915,extraneous,classroom tension,neg,augmented,taglish,"parang lagi na lang bad moode si ma'am, di na nakitang nakasmile eh",,615
05916,extraneous,classroom tension,neg,augmented,taglish,"nai-irritate pag may nagtatanong, grabe naman",,616
05917,extraneous,classroom tension,neg,augmented,taglish,"class na mismo problem ko eh, napakarude ng ibang kaklase ko kala mo kung sino",,617
05918,extraneous,classroom tension,neg,augmented,taglish,"kahit ako mapapasigaw kung may biglang magwawalk-out o magcocomment ng bastos, mga parang di pinalaki nang tama ehMapapasigaw din ako kung may mga taong biglang tumatayo at umaalis o nagsasabi ng mga bastos na bagay sa klase.",,618
05919,extraneous,classroom tension,neg,augmented,taglish,"nasecondhand embarassment ako sa mga kaklase ko eh grabe, di dapat ganon itreat yung prof",,619
05920,extraneous,classroom tension,neg,augmented,taglish,napakabilis ma-annoy tapos puro mali pa ng students pinapansin,,620
05921,extraneous,classroom tension,neg,augmented,taglish,"angtoxic ng environment sa class. lagi pang may nagsasabi ng ""mga bobo"" lalo na sa piazza. pa'no kaya 'di nasisita 'yon",,621
05922,extraneous,classroom tension,neg,augmented,taglish,"kainis lagi professor namin, may paspaceship pang tunog na ewan tas angkorni naman ng biro",,622
05923,extraneous,classroom tension,neg,augmented,taglish,nakakafrustrate talaga professor na 'to,,623
05924,extraneous,classroom tension,neg,augmented,taglish,halatang-halatang naaannoy siya pag may nagtatanong. need pa namin laging parang sobrang ingatan kilos namin lalo pag wala kaming magets na logic,,4027
05925,extraneous,classroom tension,neg,augmented,taglish,napakatoxic ng energy. umiirap like legit and sinungitan kaibigan ko dahil lang may tinanong kung pwedeng ulitin instructions sa lab exercise. taray eh,,4028
05926,extraneous,classroom tension,neg,augmented,taglish,nakakastress pag biglang pinag-eexplain yung code ko sa harap ng class,,4029
05927,extraneous,classroom tension,neg,augmented,taglish,"nakakapressure, parang puro mali na lang nakikita nila sa code ko",,4030
05928,extraneous,classroom tension,neg,augmented,taglish,"di ako nakapagsalita kanina, parang anghirap lagi magkamali eh. mga perfectionist",,4031
05929,extraneous,classroom tension,neg,augmented,taglish,"nakakanervous talaga recitation kahit anong gawin ko, nireview ko naman",,4032
05930,extraneous,classroom tension,neg,augmented,taglish,"kahiya magraise ng question, baka sabihin na naman ng mga arrogant don basic lang yung concern ko",,4033
05931,extraneous,classroom tension,neg,augmented,taglish,nakakawala ng composure pag random magtawag,,4034
05932,extraneous,classroom tension,neg,augmented,taglish,angawkward lagi magpresent pag andami ng nanonood grabe,,4035
05933,extraneous,classroom tension,neg,augmented,taglish,"lakas manlait nung mga pa-cute sa likod, wala rin namang nasasagot sa lab",,4036
05934,extraneous,classroom tension,neg,augmented,taglish,kahiya magshare ng solution pag alam mong kinocompare ka sa iba,,4037
05935,extraneous,classroom tension,neg,augmented,taglish,"galing naman sumagot ng mga classmates ko, parang ijujudge tuloy nila 'pag ako yung sasagot",,4038
05936,extraneous,classroom tension,neg,augmented,taglish,nagblank utak ko nung tinawag ako kanina lala,,4039
05937,extraneous,classroom tension,neg,augmented,taglish,kinabahan pa rin ako kahit alam ko na ano iaanswer,,4040
05938,extraneous,classroom tension,neg,augmented,taglish,di ako makapag-isip nang straight pag inoobserve ako ng lahat,,4041
05939,extraneous,classroom tension,neg,augmented,taglish,"kainis naman, mas naiisip ko pang baka magkamali ako kesa sa mismong pagdedemo ng code",,4042
05940,extraneous,classroom tension,neg,augmented,taglish,muntik na akong magsagot kanina hahaha kaso kinabahan ako kakaoverthink,,4043
05941,extraneous,classroom tension,neg,augmented,taglish,"di ako makapagrelax pag may graded recitation, nasa harap pa naman ako",,4044
05942,extraneous,classroom tension,neg,augmented,taglish,natetense ako pag may oral explanation ng algorithm,,4045
05943,extraneous,classroom tension,neg,augmented,taglish,"naiintimidate ako sa sobrang bilis matapos ng classmates ko, nagtatayuan na sila nagdedebug pa ako huhu",,4046
05944,extraneous,classroom tension,neg,augmented,taglish,nangibabaw pa pressure kesa focus nung nagexam ako,,4047
05945,extraneous,classroom tension,neg,augmented,taglish,"natawag pa nga para magsolve sa harap huhu, kinabahan ako eh",,4048
05946,extraneous,classroom tension,neg,augmented,taglish,"di ko maexplain yung algorithm ng do-while loop, sa board ba naman eh HAHHAH",,4049
05947,extraneous,classroom tension,neg,augmented,taglish,bawat presentation napapaoverthink ako kung may napansin bang mali classmates ko,,4050
05948,extraneous,classroom tension,neg,augmented,taglish,tagal ko bago nacall kanina AHHAHAHA gusto ko na lang makapagrecite agad sa pressure eh,,4051
05949,extraneous,classroom tension,neg,augmented,taglish,"katakot nung magcocomment na si sir sa code review, buti goods naman",,4052
05950,extraneous,classroom tension,neg,augmented,taglish,nakakaoverwhelm talaga pag sabay-sabay kaming tinetest like kanina,,4053
05951,extraneous,classroom tension,neg,augmented,taglish,"nahiya akong magvolunteer kanina, baka sabihin na naman papansin ako",,4054
05952,extraneous,classroom tension,neg,augmented,taglish,parang sasabog anxiety ko pag nagpapasurprise activity si ma'am sana wala nang ganon huhu,,4055
05953,extraneous,classroom tension,neg,augmented,taglish,"nahiya akong magrecite kanina, baka kung ano na namang sabihin sa'kin nung magtotropa",,4056
05954,extraneous,classroom tension,neg,augmented,taglish,"di pa ako prepared, pinatayo na agad ako. buti naclutch ko pa WHAHAHAH",,4057
05955,extraneous,classroom tension,neg,augmented,taglish,para akong madedepress sa dami ng followup questions kanina huhu,,4058
05956,extraneous,classroom tension,neg,augmented,taglish,"katakot magraise ng concern, may nagrereact lagi na kala mo napakatalino eh. kainis siya",,4059
05957,extraneous,classroom tension,neg,augmented,taglish,"ang-awkward mag-defend ng output dahil sa mga nang-aasar, sana kasi pagsabihan din ni sir",,4060
05958,extraneous,classroom tension,neg,augmented,taglish,pinagdebug ako katabi ng instructor ah parang puputok ugat ko sa stress eh,,4061
05959,extraneous,classroom tension,neg,augmented,taglish,di ko mapresent full potential ko sa sobrang kaba,,4062
05960,extraneous,classroom tension,neg,augmented,taglish,maghapon akong stressed kakaisip ngayong presentation day,,4063
05961,extraneous,classroom tension,neg,augmented,taglish,nakakaintimidate naman sa room kanina kaya hesitant ako magsalita,,4064
05962,extraneous,classroom tension,neg,augmented,taglish,"pag talaga may peer evaluation, napepressure akong baka majudge yung performance ko",,4065
05963,extraneous,classroom tension,neg,augmented,taglish,hirap mag-concentrate pag sobrang tahimik habang nagrerecite ako,,4066
05964,extraneous,classroom tension,neg,augmented,taglish,kahit simpleng tanong napepressure ako pag sa harap pinag-eexplain haha,,4067
05965,extraneous,classroom tension,neg,augmented,taglish,lalo akong kinabahan the more na di ko masabi yung pinapaexplain sa'kin,,4068
05966,extraneous,classroom tension,neg,augmented,taglish,nasstress na lang talaga ako sa game programming kakapademo ng game habang nanonood yung iba. buti pa sila chill lang,,4069
05967,extraneous,classroom tension,neg,augmented,taglish,"nakakatakot talaga maglive troubleshoot ng project, grabe",,4070
05968,extraneous,classroom tension,neg,augmented,taglish,"pag capstone consultation, kinakabahan akong baka maraming mali maspot ng adviser namin. uulitin ko na naman eh huhu",,4071
05969,extraneous,classroom tension,neg,augmented,taglish,medyo nakakatense magkamali habang nagpepresent ng system,,4072
05970,extraneous,classroom tension,neg,augmented,taglish,nahihirapan akong mag-explain nang straight pag ramdam ko pressure ng mga nanonood,,4073
05971,extraneous,classroom tension,neg,augmented,taglish,lalo ako naseself-conscious pag nalapit si sir habang nagcocode ako,,4074
05972,extraneous,classroom tension,neg,augmented,taglish,lumala talaga kanina kaba ko nung sabay-sabay chineckan outputs namin,,4075
05973,extraneous,classroom tension,neg,augmented,taglish,di ako makapagconcentrate pag minamadali ako tapos tanong pa nang tanong tropa ko,,4076
05974,extraneous,classroom tension,neg,augmented,taglish,nakakasira talaga ng confidence pag nagtetense atmosphere ng classroom,,4077
05975,extraneous,classroom tension,neg,augmented,taglish,mas komportable sana kung di ganito kapressure magtanong si sir,,4078
05976,extraneous,classroom tension,neg,augmented,taglish,di ako makapag-focus pag alam kong anytime pwede akong mapick sa recitation,,4079
05977,extraneous,classroom tension,neg,augmented,taglish,bilis ko talagang kabahan pag need magexplain in front of everyone,,4080
05978,extraneous,classroom tension,neg,augmented,taglish,nangibabaw pressure kesa pagkaexcite kanina sa coding challenge man,,4081
05979,extraneous,classroom tension,neg,augmented,taglish,naging uneasy nung instructor mismo yung nanonood habang may pinoprogram ako,,4082
05980,extraneous,classroom tension,neg,augmented,taglish,di ko maenjoy yung activity kakaoverthink kong magkamali huhu,,4083
05981,extraneous,classroom tension,neg,augmented,taglish,nawawala lahat ng nireview ko pag nagrereporting,,4084
05982,extraneous,classroom tension,neg,augmented,taglish,"nakakailang magshare ng opinion, laging seryoso yung atmosphere sa class",,4085
05983,extraneous,classroom tension,neg,augmented,taglish,nawala confidence ko kahit anong pagpeprepare ginawa ko pagdating ko sa harap sakit,,4086
05984,extraneous,classroom tension,neg,augmented,taglish,lalo ako nastress nung biglang nagsilent lahat sa room eh,,4087
05985,extraneous,classroom tension,neg,augmented,taglish,"ayoko maspotlight kaso natawag pa rin ako, kaya nga nananahimik lang ako eh",,4088
05986,extraneous,classroom tension,neg,augmented,taglish,kinabahan akong ipresent yung proposed solution namin sa software engineering,,4089
05987,extraneous,classroom tension,neg,augmented,taglish,"feel ko lagi nanonotice agad nila mali namin during code walkthrough, grabe ang stress",,4090
05988,extraneous,classroom tension,neg,augmented,taglish,nagpanic ako kanina nung sunod-sunod nagtanong si ma'am anlala,,4091
05989,extraneous,classroom tension,neg,augmented,taglish,"di ako makapagrelax kanina nung malapit na ako magpresent, salamat naman at tapos na wahaha",,4092
05990,extraneous,classroom tension,neg,augmented,taglish,nanginginig ako kanina nung pinagexplain ako ng output ng project namin ah haha,,4093
05991,extraneous,classroom tension,neg,augmented,taglish,"grabe pressure ko sa demonstration kanina, graded ba naman. namental block pa tuloy",,4094
05992,extraneous,classroom tension,neg,augmented,taglish,nagsstutter talaga ako pag kinakabahan,,4095
05993,extraneous,classroom tension,neg,augmented,taglish,"di ko marecall kanina nireview ko sa practical assessment, malas",,4096
05994,extraneous,classroom tension,neg,augmented,taglish,lagi akong nag-ooverthink sa reaction ng classmates ko kesa sa mismong task,,4097
05995,extraneous,classroom tension,neg,augmented,taglish,"nakakahiya nung pinagshare screen ako grabe, sobrang nginig ng daliri ko ah huhuhu",,4098
05996,extraneous,classroom tension,neg,augmented,taglish,kinabahan akong idemo yung database project namin buti tapos na,,4099
05997,extraneous,classroom tension,neg,augmented,taglish,natakot akong magkamali sa queriess pag may SQL demonstration,,4100
05998,extraneous,classroom tension,neg,augmented,taglish,nastress ko nung pinagdebug ako habang naghihintay si sir yamot haha,,4101
05999,extraneous,classroom tension,neg,augmented,taglish,di ako comfortable pag pinagcocode ng solution while under time pressure,,4102
06000,extraneous,classroom tension,neg,augmented,taglish,parang naooverthink ko pa activity bago ko masimulan,,4103
06001,extraneous,classroom tension,neg,synthetic,english,I become nervous whenever I am asked to answer without any preparation.,,3902
06002,extraneous,classroom tension,neg,synthetic,english,Speaking in front of the class makes me lose my confidence.,,3903
06003,extraneous,classroom tension,neg,synthetic,english,I often feel pressured during classroom discussions.,,3904
06004,extraneous,classroom tension,neg,synthetic,english,Waiting for my turn to recite makes me anxious.,,3905
06005,extraneous,classroom tension,neg,synthetic,english,I worry about making mistakes while explaining my answers.,,3906
06006,extraneous,classroom tension,neg,synthetic,english,The classroom atmosphere sometimes feels intimidating.,,3907
06007,extraneous,classroom tension,neg,synthetic,english,My mind goes blank whenever everyone is looking at me.,,3908
06008,extraneous,classroom tension,neg,synthetic,english,I struggle to stay calm during graded recitations.,,3909
06009,extraneous,classroom tension,neg,synthetic,english,Presenting my work in front of the class makes me uncomfortable.,,3910
06010,extraneous,classroom tension,neg,synthetic,english,I find it difficult to think clearly under classroom pressure.,,3911
06011,extraneous,classroom tension,neg,synthetic,english,"During Programming class, I feel nervous when explaining my code.",,3912
06012,extraneous,classroom tension,neg,synthetic,english,Live coding activities make me anxious because I am afraid of making mistakes.,,3913
06013,extraneous,classroom tension,neg,synthetic,english,I lose my focus when the instructor watches me while I work.,,3914
06014,extraneous,classroom tension,neg,synthetic,english,Demonstrating my program in front of others feels stressful.,,3915
06015,extraneous,classroom tension,neg,synthetic,english,I become tense whenever my output is evaluated immediately.,,3916
06016,extraneous,classroom tension,neg,synthetic,english,I hesitate to volunteer because I fear giving the wrong answer.,,3917
06017,extraneous,classroom tension,neg,synthetic,english,Time pressure during coding exercises increases my anxiety.,,3918
06018,extraneous,classroom tension,neg,synthetic,english,I find it difficult to explain my solution while everyone is observing.,,3919
06019,extraneous,classroom tension,neg,synthetic,english,Practical programming exams make me feel overwhelmed.,,3920
06020,extraneous,classroom tension,neg,synthetic,english,My confidence decreases whenever I have to solve problems in front of the class.,,3921
06021,extraneous,classroom tension,neg,synthetic,english,"In Data Structures, I feel nervous when tracing algorithms on the board.",,3922
06022,extraneous,classroom tension,neg,synthetic,english,I become anxious when explaining how an algorithm works.,,3923
06023,extraneous,classroom tension,neg,synthetic,english,Follow-up questions during discussions make me panic.,,3924
06024,extraneous,classroom tension,neg,synthetic,english,Classroom pressure affects my ability to remember what I studied.,,3925
06025,extraneous,classroom tension,neg,synthetic,english,I feel uncomfortable speaking in a serious classroom environment.,,3926
06026,extraneous,classroom tension,neg,synthetic,english,My performance suffers whenever I become too nervous.,,3927
06027,extraneous,classroom tension,neg,synthetic,english,I overthink every answer before saying it aloud.,,3928
06028,extraneous,classroom tension,neg,synthetic,english,I find it difficult to stay relaxed during oral activities.,,3929
06029,extraneous,classroom tension,neg,synthetic,english,Classroom tension makes simple tasks feel much harder.,,3930
06030,extraneous,classroom tension,neg,synthetic,english,I struggle to organize my thoughts when I am under pressure.,,3931
06031,extraneous,classroom tension,neg,synthetic,english,"In Object-Oriented Programming, I feel intimidated while presenting my class design.",,3932
06032,extraneous,classroom tension,neg,synthetic,english,Explaining object relationships in front of everyone makes me anxious.,,3933
06033,extraneous,classroom tension,neg,synthetic,english,I become uneasy whenever my design decisions are questioned.,,3934
06034,extraneous,classroom tension,neg,synthetic,english,Standing in front of the class during presentations makes me uncomfortable.,,3935
06035,extraneous,classroom tension,neg,synthetic,english,I lose confidence when I receive immediate criticism.,,3936
06036,extraneous,classroom tension,neg,synthetic,english,My nervousness prevents me from explaining ideas clearly.,,3937
06037,extraneous,classroom tension,neg,synthetic,english,I often worry that others will judge my performance.,,3938
06038,extraneous,classroom tension,neg,synthetic,english,I feel pressured whenever I have to answer unexpected questions.,,3939
06039,extraneous,classroom tension,neg,synthetic,english,Speaking under observation makes it harder for me to concentrate.,,3940
06040,extraneous,classroom tension,neg,synthetic,english,I perform worse when I feel intimidated by the classroom atmosphere.,,3941
06041,extraneous,classroom tension,neg,synthetic,english,"In Information Management, demonstrating my database project makes me nervous.",,3942
06042,extraneous,classroom tension,neg,synthetic,english,I become anxious while answering questions after presenting my system.,,3943
06043,extraneous,classroom tension,neg,synthetic,english,Showing my project to the class feels overwhelming.,,3944
06044,extraneous,classroom tension,neg,synthetic,english,I worry about making mistakes during live demonstrations.,,3945
06045,extraneous,classroom tension,neg,synthetic,english,I become tense whenever my work is reviewed in front of others.,,3946
06046,extraneous,classroom tension,neg,synthetic,english,Presenting technical outputs increases my anxiety.,,3947
06047,extraneous,classroom tension,neg,synthetic,english,I find it difficult to stay composed during project evaluations.,,3948
06048,extraneous,classroom tension,neg,synthetic,english,I lose confidence whenever I receive unexpected feedback.,,3949
06049,extraneous,classroom tension,neg,synthetic,english,The pressure of classroom demonstrations affects my performance.,,3950
06050,extraneous,classroom tension,neg,synthetic,english,I become more nervous when many people are watching my presentation.,,3951
06051,extraneous,classroom tension,neg,synthetic,tagalog,Kinakabahan ako tuwing bigla akong tinatawag upang sumagot.,,3952
06052,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong magsalita kapag nakatingin ang buong klase sa akin.,,3953
06053,extraneous,classroom tension,neg,synthetic,tagalog,Pakiramdam ko ay lumalala ang kaba ko sa tuwing may recitation.,,3954
06054,extraneous,classroom tension,neg,synthetic,tagalog,Hindi ako mapalagay habang hinihintay kong matawag ang aking pangalan.,,3955
06055,extraneous,classroom tension,neg,synthetic,tagalog,Nawawala ang aking kumpiyansa kapag kailangan kong magsalita sa harap ng klase.,,3956
06056,extraneous,classroom tension,neg,synthetic,tagalog,Nahihiya akong magkamali dahil baka pagtawanan ang aking sagot.,,3957
06057,extraneous,classroom tension,neg,synthetic,tagalog,Hindi ako makapag-isip nang maayos kapag kinakabahan.,,3958
06058,extraneous,classroom tension,neg,synthetic,tagalog,Mas nangingibabaw ang kaba kaysa sa aking paghahanda.,,3959
06059,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong ipaliwanag ang aking sagot kapag ako na ang nasa harapan.,,3960
06060,extraneous,classroom tension,neg,synthetic,tagalog,Pakiramdam ko ay masyadong nakapagtutuon ng pansin sa akin ang lahat.,,3961
06061,extraneous,classroom tension,neg,synthetic,tagalog,"Sa Programming, kinakabahan akong ipakita ang aking code sa klase.",,3962
06062,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong magbigay ng paliwanag habang pinapanood ng guro.,,3963
06063,extraneous,classroom tension,neg,synthetic,tagalog,Pakiramdam ko ay madaling mapansin ang bawat pagkakamali ko.,,3964
06064,extraneous,classroom tension,neg,synthetic,tagalog,Hindi ako komportable sa mga biglaang pagtatanong.,,3965
06065,extraneous,classroom tension,neg,synthetic,tagalog,Madalas akong matensiyon kapag may pagsusuri sa aming output.,,3966
06066,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong manatiling kalmado sa oras ng demonstrasyon.,,3967
06067,extraneous,classroom tension,neg,synthetic,tagalog,Hindi ko maipakita ang aking kakayahan dahil sa labis na kaba.,,3968
06068,extraneous,classroom tension,neg,synthetic,tagalog,Pakiramdam ko ay lumiliit ang aking tiwala sa sarili habang nagsasalita.,,3969
06069,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong magpokus kapag alam kong sinusubaybayan ako.,,3970
06070,extraneous,classroom tension,neg,synthetic,tagalog,Mas lalo akong kinakabahan kapag graded ang gawain.,,3971
06071,extraneous,classroom tension,neg,synthetic,tagalog,"Sa Data Structures, nanginginig ako kapag kailangan kong ipaliwanag ang algorithm.",,3972
06072,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong magsalita nang malinaw sa oras ng presentasyon.,,3973
06073,extraneous,classroom tension,neg,synthetic,tagalog,Hindi ako agad makasagot kapag may sunod-sunod na tanong.,,3974
06074,extraneous,classroom tension,neg,synthetic,tagalog,Pakiramdam ko ay tumitindi ang tensiyon habang tumatagal ang recitation.,,3975
06075,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong alalahanin ang aking napag-aralan kapag kinakabahan.,,3976
06076,extraneous,classroom tension,neg,synthetic,tagalog,Mas nagiging mahirap ang gawain kapag mataas ang pressure.,,3977
06077,extraneous,classroom tension,neg,synthetic,tagalog,Hindi ako mapalagay habang hinihintay ang aking pagkakataon.,,3978
06078,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong magpaliwanag kapag seryoso ang kapaligiran.,,3979
06079,extraneous,classroom tension,neg,synthetic,tagalog,Pakiramdam ko ay mabigat ang bawat pagkakamali ko.,,3980
06080,extraneous,classroom tension,neg,synthetic,tagalog,Hindi ako nagiging panatag sa mga oral na gawain.,,3981
06081,extraneous,classroom tension,neg,synthetic,tagalog,"Sa OOP, kinakabahan akong ipaliwanag ang aking class design.",,3982
06082,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong ipakita ang aking output sa harap ng lahat.,,3983
06083,extraneous,classroom tension,neg,synthetic,tagalog,Pakiramdam ko ay napakataas ng inaasahan sa aming gawain.,,3984
06084,extraneous,classroom tension,neg,synthetic,tagalog,Hindi ako komportable kapag sinusuri agad ang aking ginawa.,,3985
06085,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong mag-isip habang may nagmamasid.,,3986
06086,extraneous,classroom tension,neg,synthetic,tagalog,Mas lumalala ang aking kaba kapag tahimik ang buong silid.,,3987
06087,extraneous,classroom tension,neg,synthetic,tagalog,Pakiramdam ko ay hindi ako makakakilos nang maayos kapag kinakabahan.,,3988
06088,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong magsimula ng paliwanag sa harap ng klase.,,3989
06089,extraneous,classroom tension,neg,synthetic,tagalog,Hindi ako mapakali habang naghihintay ng pagsusuri.,,3990
06090,extraneous,classroom tension,neg,synthetic,tagalog,Mas naiisip ko ang posibilidad na magkamali kaysa sa mismong gawain.,,3991
06091,extraneous,classroom tension,neg,synthetic,tagalog,"Sa Information Management, kinakabahan akong ipakita ang aming database project.",,3992
06092,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong sagutin ang mga tanong pagkatapos ng presentasyon.,,3993
06093,extraneous,classroom tension,neg,synthetic,tagalog,Pakiramdam ko ay bumabagal ang aking pag-iisip sa oras ng pagsusulit.,,3994
06094,extraneous,classroom tension,neg,synthetic,tagalog,Hindi ako komportable kapag kailangan kong magsagawa ng demonstrasyon.,,3995
06095,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong manatiling kalmado habang sinusuri ang aking output.,,3996
06096,extraneous,classroom tension,neg,synthetic,tagalog,Mas tumitindi ang kaba kapag maraming nanonood.,,3997
06097,extraneous,classroom tension,neg,synthetic,tagalog,Pakiramdam ko ay madaling mawala ang aking konsentrasyon.,,3998
06098,extraneous,classroom tension,neg,synthetic,tagalog,Hindi ko maipahayag nang maayos ang aking mga ideya dahil sa nerbiyos.,,3999
06099,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong magsalita kapag ramdam ko ang matinding pressure.,,4000
06100,extraneous,classroom tension,neg,synthetic,tagalog,Mas nagiging mahirap ang simpleng gawain kapag kinakabahan ako.,,4001
06101,extraneous,classroom tension,neg,synthetic,tagalog,"Sa Software Engineering, kinakabahan akong ipresenta ang aming system proposal.",,4002
06102,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong sagutin ang mga follow-up na tanong ng guro.,,4003
06103,extraneous,classroom tension,neg,synthetic,tagalog,Pakiramdam ko ay mabigat ang responsibilidad sa bawat presentasyon.,,4004
06104,extraneous,classroom tension,neg,synthetic,tagalog,Hindi ako mapalagay habang hinihintay ang resulta ng aming demonstrasyon.,,4005
06105,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong kontrolin ang aking kaba sa harap ng klase.,,4006
06106,extraneous,classroom tension,neg,synthetic,tagalog,Mas nagiging tahimik ako kapag kinakabahan.,,4007
06107,extraneous,classroom tension,neg,synthetic,tagalog,Pakiramdam ko ay nawawala ang aking kumpiyansa habang nagsasalita.,,4008
06108,extraneous,classroom tension,neg,synthetic,tagalog,Hindi ako komportable sa mga gawaing kailangang gawin sa harap ng lahat.,,4009
06109,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong magbigay ng paliwanag kapag mataas ang tensiyon.,,4010
06110,extraneous,classroom tension,neg,synthetic,tagalog,Mas nagiging mabagal ang aking pag-iisip sa ilalim ng pressure.,,4011
06111,extraneous,classroom tension,neg,synthetic,tagalog,"Sa Game Programming, kinakabahan akong ipakita ang aming nilikhang laro.",,4012
06112,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong magpakita ng demonstrasyon kapag maraming nanonood.,,4013
06113,extraneous,classroom tension,neg,synthetic,tagalog,Pakiramdam ko ay madaling mapansin ang bawat mali kong kilos.,,4014
06114,extraneous,classroom tension,neg,synthetic,tagalog,Hindi ako agad makapagdesisyon kapag nasa ilalim ng matinding tensiyon.,,4015
06115,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong magtiwala sa aking sarili habang nagsasalita.,,4016
06116,extraneous,classroom tension,neg,synthetic,tagalog,Mas nagiging mahirap ang pagtatanghal kapag seryoso ang kapaligiran.,,4017
06117,extraneous,classroom tension,neg,synthetic,tagalog,Pakiramdam ko ay hindi ko maipapakita ang aking buong kakayahan.,,4018
06118,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong manatiling kalmado habang hinihintay ang aking pagkakataon.,,4019
06119,extraneous,classroom tension,neg,synthetic,tagalog,Hindi ako komportable kapag ako lamang ang nasa harapan.,,4020
06120,extraneous,classroom tension,neg,synthetic,tagalog,Mas tumitindi ang aking kaba kapag alam kong sinusuri ang bawat ginagawa ko.,,4021
06121,extraneous,classroom tension,neg,synthetic,tagalog,"Sa Number Theory, kinakabahan akong lutasin ang problema sa harap ng klase.",,4022
06122,extraneous,classroom tension,neg,synthetic,tagalog,Nahihirapan akong ipaliwanag ang aking paraan ng pagsagot habang pinapanood.,,4023
06123,extraneous,classroom tension,neg,synthetic,tagalog,Pakiramdam ko ay nawawala ang aking konsentrasyon sa ilalim ng matinding pressure.,,4024
06124,extraneous,classroom tension,neg,synthetic,tagalog,Hindi ako nagiging panatag kapag may biglaang gawain sa loob ng klase.,,4025
