id,category,issue,polarity,source,language,text,reference,group_id,cleaned_text
6373,extraneous,clarity deficit,neg,augmented,tagalog,duga at di willing tumulong. di rin nakikipag-usap sa mga students niya,,4226,duga at di willing tumulong. di rin nakikipag-usap sa mga students niya
6374,extraneous,clarity deficit,neg,augmented,tagalog,"maduga, di matulungin, di nakikipag usap sa mga estudyante niya",waterloo,6086,"maduga, di matulungin, di nakikipag usap sa mga estudyante niya"
6376,extraneous,clarity deficit,neg,augmented,taglish,"napakahirap intindihin dahil sa accent nya. kaya kung di ka mahusay sa math, magsstruggle ka na matuto at makapasa sa klase",,576,"napakahirap intindihin dahil sa accent nya. kaya kung di ka mahusay sa math, magsstruggle ka na matuto at makapasa sa klase"
6377,extraneous,clarity deficit,neg,augmented,taglish,nakakaboring yung instructor,,577,nakakaboring yung instructor
6378,extraneous,clarity deficit,neg,augmented,taglish,ang ginawa lang nya ay mag-lecture mula sa libro at magbigay ng exam,,578,ang ginawa lang nya ay mag-lecture mula sa libro at magbigay ng exam
6379,extraneous,clarity deficit,neg,augmented,taglish,lahat ng natutunan ko ay dahil lang sa pagsself study at pagbabasa,,579,lahat ng natutunan ko ay dahil lang sa pagsself study at pagbabasa
6381,extraneous,clarity deficit,neg,augmented,taglish,di nya maayos na itinuturo o naeexplain yung mga bagay. nakakaannoy talaga,,581,di nya maayos na itinuturo o naeexplain yung mga bagay. nakakaannoy talaga
6382,extraneous,clarity deficit,neg,augmented,taglish,"ung san san napupunta ang lecture nya at di organize, pero masaya syang kasama sa klase. para bang uminom sya ng napakaraming caffeine bago ang klase haha",,582,"ung saan saan napupunta ang lecture nya at di organize, pero masaya syang kasama sa klase. para bang uminom sya ng napakaraming caffeine bago ang klase haha"
6384,extraneous,clarity deficit,neg,augmented,taglish,di sya organize,,584,di sya organize
6385,extraneous,clarity deficit,neg,augmented,taglish,kailangan ng lecture nya ng mas focus sa mga concepts at terms na ginagamit tapos bawasan sana yung mga graphs na mahirap intindihin kasi di naman nae-explain nang maayos yung concept sa likod,,585,kailangan ng lecture nya ng mas focus sa mga concepts at terms na ginagamit tapos bawasan sana yung mga graphs na mahirap intindihin kasi di naman nae-explain nang maayos yung concept sa likod
6386,extraneous,clarity deficit,neg,augmented,taglish,"walang duda, ang laki talaga ng epekto sa quality ng educatio dahil lang sa online classes",,586,"walang duda, ang laki talaga ng epekto sa quality ng educatio dahil lang sa online classes"
6387,extraneous,clarity deficit,neg,augmented,taglish,di nya kayang iaccept ang kahit anong point,,587,di nya kayang iaccept ang kahit anong point
6388,extraneous,clarity deficit,neg,augmented,taglish,sana po may kasamang code examples yung presentation,,588,sana po may kasamang code examples yung presentation
6389,extraneous,clarity deficit,neg,augmented,taglish,sana po mag-add ng mga 2 o 3 examples na may solution sa lecture slides para mas madaling masundan,,589,sana po mag-add ng mga 2 o 3 examples na may solution sa lecture slides para mas madaling masundan
6390,extraneous,clarity deficit,neg,augmented,taglish,mas madaling makakagets kung mas maraming examples ang ibibigay,,590,mas madaling makakagets kung mas maraming examples ang ibibigay
6391,extraneous,clarity deficit,neg,augmented,taglish,sana itry na magbigay ng examples habang naglelecture,,591,sana itry na magbigay ng examples habang naglelecture
6392,extraneous,clarity deficit,neg,augmented,taglish,"nasa isang website lang lahat ng course content, need pang doon basahin lahat at magcode",,592,"nasa isang website lang lahat ng course content, need pang doon basahin lahat at magcode"
6393,extraneous,clarity deficit,neg,augmented,taglish,kung saan-saan napupunta ang mga lecture kaya mahirap ifollow,,593,kung saan-saan napupunta ang mga lecture kaya mahirap ifollow
6394,extraneous,clarity deficit,neg,augmented,taglish,"ang issue ko sa course na to ay kung pano itinuro, kasi parang di naman talaga nagturo. Nung online setup, kailangan kong intindihin at magself study sa lahat ng concepts",,594,"ang issue ko sa course na to ay kung pano itinuro, kasi parang di naman talaga nagturo. Nung online setup, kailangan kong intindihin at magself study sa lahat ng concepts"
6395,extraneous,clarity deficit,neg,augmented,taglish,magaling sya sa mga topics at maayos naman nya nadidiscuss. mas okay lang sana kung mag-upload din sya ng ilang code examples sa Moodle dun sa mismong week ng lesson para mas madaling ma-gets,,595,magaling sya sa mga topics at maayos naman nya nadidiscuss. mas okay lang sana kung mag-upload din sya ng ilang code examples sa Moodle dun sa mismong week ng lesson para mas madaling ma-gets
6397,extraneous,clarity deficit,neg,augmented,taglish,madalas syang ma-stutter at magsalita nang di malinaw,,597,madalas syang ma-stutter at magsalita nang di malinaw
6398,extraneous,clarity deficit,neg,augmented,taglish,"di talaga sya nagtuturo sa clas, instead, ang mga students mismo ang nagpatakbo ng klase",,598,"di talaga sya nagtuturo sa clas, instead, ang mga students mismo ang nagpatakbo ng klase"
6399,extraneous,clarity deficit,neg,augmented,taglish,sobrang disorganized nya!,,599,sobrang disorganized nya!
6401,extraneous,clarity deficit,neg,augmented,taglish,napaka-monotonous nya tapos minsan napakahirap ifollow,,601,napaka-monotonous nya tapos minsan napakahirap ifollow
6402,extraneous,clarity deficit,neg,augmented,taglish,ang hahaba ng mga weekly blog post,,602,ang hahaba ng mga weekly blog post
6403,extraneous,clarity deficit,neg,augmented,taglish,halos di nakakahelp ang Study Edge at ang class notes nya,,603,halos di nakakahelp ang Study Edge at ang class notes nya
6404,extraneous,clarity deficit,neg,augmented,taglish,"sobrang boring ng klase, walang discussion... puro lecture lang",,604,"sobrang boring ng klase, walang discussion... puro lecture lang"
6406,extraneous,clarity deficit,neg,augmented,taglish,"HUWAG mong kukunin tong online course na to lalo na kung undergrad ka. sobrang bigat ng workload pero halos walang direction, tapos madalas kailangan mo pang mag-selfstudy",,606,"HUWAG mong kukunin tong online course na to lalo na kung undergrad ka. sobrang bigat ng workload pero halos walang direction, tapos madalas kailangan mo pang mag-selfstudy"
6407,extraneous,clarity deficit,neg,augmented,taglish,"boring ng klase, tapos boring din pati mga readings",,607,"boring ng klase, tapos boring din pati mga readings"
6408,extraneous,clarity deficit,neg,augmented,taglish,wala syang dinidiscuss sa klase,,608,wala syang dinidiscuss sa klase
6410,extraneous,clarity deficit,neg,augmented,taglish,"sobrang monotonous nung mga nagsasalita sa videos. nakakatulong naman sya kasi pwede mo lang pakinggan yung iba kahit hindi ka laging nakatingin sa screen, pero minsan kasi may mga interview questions na nakasulat lang dun pero di naman binabasa nang malakas",,610,"sobrang monotonous nung mga nagsasalita sa videos. nakakatulong naman sya kasi pwede mo lang pakinggan yung iba kahit hindi ka laging nakatingin sa screen, pero minsan kasi may mga interview questions na nakasulat lang dun pero di naman binabasa nang malakas"
6411,extraneous,clarity deficit,neg,augmented,taglish,di clear napakaboring at walang silbi ang klase,,611,di clear napakaboring at walang silbi ang klase
6412,extraneous,clarity deficit,neg,augmented,taglish,medyo boring kasi puro PowerPoint lang ang gamit nya,,612,medyo boring kasi puro PowerPoint lang ang gamit nya
6413,extraneous,clarity deficit,neg,augmented,taglish,boring. sobrang daming readings para sa isang engineering course,,613,boring. sobrang daming readings para sa isang engineering course
6414,extraneous,clarity deficit,neg,augmented,taglish,"sobrang boring. pero madali naman sya mag-grade. galing mismo sa book yung mga quiz. pati yung lectures, galing din mismo sa book. makakatulog ka talaga nang mahimbing nang halos isang oras sa class nya",,614,"sobrang boring. pero madali naman sya mag-grade. galing mismo sa book yung mga quiz. pati yung lectures, galing din mismo sa book. makakatulog ka talaga nang mahimbing nang halos isang oras sa class nya"
6415,extraneous,clarity deficit,neg,augmented,taglish,"Sobrang nakakalito sya, parang di malinaw yung mga topics o kung pano i-explain. overall, di naging engaging at okay yung format nya bilang instructor para sa Electrical Technology",,615,"Sobrang nakakalito sya, parang di malinaw yung mga topics o kung pano i-explain. overall, di naging engaging at okay yung format nya bilang instructor para sa Electrical Technology"
6416,extraneous,clarity deficit,neg,augmented,taglish,"napakalalang teacher! mabait naman syang tao, pero sobrang nakakaconfuse ng way niya ng pagtuturo",,616,"napakalalang teacher! mabait naman syang tao, pero sobrang nakakaconfuse ng way niya ng pagtuturo"
6417,extraneous,clarity deficit,neg,augmented,taglish,"ito na ang pinakamalalang course, lalo na kapag online. parang wala silang interest na magturo. Nagbibigay lang sila ng content para i-self-study natin",,617,"ito na ang pinakamalalang course, lalo na kapag online. parang wala silang interest na magturo. Nagbibigay lang sila ng content para i-self-study natin"
6419,extraneous,clarity deficit,neg,augmented,taglish,madalas syang nagkakamali tapos parang di sya handa magturo sa ganitong level,,619,madalas syang nagkakamali tapos parang di sya handa magturo sa ganitong level
6420,extraneous,clarity deficit,neg,augmented,taglish,"sobrang hirap intindihin. nagkakamali rin sya sa mga example problems kaya walang correct answer, tapos lalo ka lang mawawala",,620,"sobrang hirap intindihin. nagkakamali rin sya sa mga example problems kaya walang correct answer, tapos lalo ka lang mawawala"
6421,extraneous,clarity deficit,neg,augmented,taglish,bawat minuto may error sa videos nya kaya sobrang nakakalito at di mo ma-gets yung lesson,,621,bawat minuto may error sa videos nya kaya sobrang nakakalito at di mo ma-gets yung lesson
6422,extraneous,clarity deficit,neg,augmented,taglish,"Wow... mahirap na nga yung course sa simula pa lang, tapos di pa nakatulong yung mga diagrams sa lecture para mas magets",,622,"Wow... mahirap na nga yung course sa simula pa lang, tapos di pa nakatulong yung mga diagrams sa lecture para mas magets"
6423,extraneous,clarity deficit,neg,augmented,taglish,disorganized sya. di ko alam kung ano ba talagang gusto nya. sobrang gulo niya magturo,,623,disorganized sya. di ko alam kung ano ba talagang gusto nya. sobrang gulo niya magturo
6424,extraneous,clarity deficit,neg,augmented,taglish,"magaling na teacher, pero di nagiging malinaw yung lecture kasi nahihirapan sya mag-pronounce ng mga simpleng salita... like ""ode,"" for example",,4277,"magaling na teacher, pero di nagiging malinaw yung lecture kasi nahihirapan sya mag-pronounce ng mga simpleng salita... like ""ode,"" for example"
6425,extraneous,clarity deficit,neg,augmented,taglish,ang hirap nyang magets dahil sa accent nya. bakit nagtuturo ng American government ang isang African?,,4278,ang hirap nyang magets dahil sa accent nya. bakit nagtuturo ng American government ang isang African?
6429,extraneous,clarity deficit,neg,augmented,taglish,"yung example nya sa board di nag-match sa actual activity, kaya naging fundamentally unclear at sobrang nakakalito yung instructions",,4282,"yung example nya sa board di nag-match sa actual activity, kaya naging fundamentally unclear at sobrang nakakalito yung instructions"
6430,extraneous,clarity deficit,neg,augmented,taglish,parang nag-jump sya from one topic to another nang walang transition kaya sobrang gulo ng presentation,,4283,parang nag-jump sya from one topic to another nang walang transition kaya sobrang gulo ng presentation
6431,extraneous,clarity deficit,neg,augmented,taglish,"""as discussed"" daw pero to be honest, di naging malinaw na na-discuss talaga yun kaya walang ma-recall ang klase",,4284,"""as discussed"" daw pero to be honest, di naging malinaw na na-discuss talaga yun kaya walang ma-recall ang klase"
6432,extraneous,clarity deficit,neg,augmented,taglish,"lala nung slides, panay walls of text na nga di pa nagprovide ng explanation kahit konti, nagskip pa sa ibang slide",,4285,"lala nung slides, panay walls of text na nga di pa nagprovide ng explanation kahit konti, nagskip pa sa ibang slide"
6434,extraneous,clarity deficit,neg,augmented,taglish,anlayo ng pagkakaexplain niya sa nakasulat sa quiz huhu kastress talaga,,4287,anlayo ng pagkakaexplain niya sa nakasulat sa quiz huhu kastress talaga
6435,extraneous,clarity deficit,neg,augmented,taglish,paulit-ulit sa same idea pero wala namang additional na nakaclarify,,4288,paulit-ulit sa same idea pero wala namang additional na nakaclarify
6436,extraneous,clarity deficit,neg,augmented,taglish,"naguluhan ako bat ganun yung output, di naman na-explain lahat ng step ng process, may mga di rin maexplain si sir",,4289,"naguluhan ako bat ganun yung output, di naman na-explain lahat ng step ng process, may mga di rin maexplain si sir"
6437,extraneous,clarity deficit,neg,augmented,taglish,parang may namiss si sir iexplain sa gitna ng recursion hahaha san nakailang ulit eh,,4290,parang may namiss si sir iexplain sa gitna ng recursion hahaha saan nakailang ulit eh
6438,extraneous,clarity deficit,neg,augmented,taglish,check daw namin sa module eh di rin naman nakaorder nang malinaw don,,4291,check daw namin sa module eh di rin naman nakaorder nang malinaw don
6439,extraneous,clarity deficit,neg,augmented,taglish,"grabe naman sa jargon na minention si sir without defining ng meaning, binasta eh ahahah",,4292,"grabe naman sa jargon na minention si sir without defining ng meaning, binasta eh ahahah"
6440,extraneous,clarity deficit,neg,augmented,taglish,"ang-ambiguous ng rubric, iba iba tuloy naging interpretation namin",,4293,"ang-ambiguous ng rubric, iba iba tuloy naging interpretation namin"
6441,extraneous,clarity deficit,neg,augmented,taglish,"di nagtransition nang maayos si sir sa next topic, ang-abrupt",,4294,"di nagtransition nang maayos si sir sa next topic, ang-abrupt"
6442,extraneous,clarity deficit,neg,augmented,taglish,nanghingi ako clarification kaso nagreiterate lang siya kaya di ko rin nagets haha hiya na ako magtanong ulit eh,,4295,nanghingi ako clarification kaso nagreiterate lang siya kaya di ko rin nagets haha hiya na ako magtanong ulit eh
6443,extraneous,clarity deficit,neg,augmented,taglish,"nagrurush si sir ng topic, gustong iend agad yung lesson kahit di pa malinaw samin awit",,4296,"nagrurush si sir ng topic, gustong iend agad yung lesson kahit di pa malinaw samin awit"
6445,extraneous,clarity deficit,neg,augmented,taglish,"medjo naguluhan ako, parang nagcontradict yung inexplain compared sa last meeting... i think",,4298,"medjo naguluhan ako, parang nagcontradict yung inexplain compared sa last meeting... i think"
6446,extraneous,clarity deficit,neg,augmented,taglish,"naiwan ako slight sa lecture, di ko najot down yung mga solution. angkalat pa ng sulat ni sir",,4299,"naiwan ako slight sa lecture, di ko najot down yung mga solution. angkalat pa ng sulat ni sir"
6447,extraneous,clarity deficit,neg,augmented,taglish,inassume lang na naituro na samin dati yung pointers kahit di naman talaga nacocover pa nang malinaw,,4300,inassume lang na naituro na samin dati yung pointers kahit di naman talaga nacocover pa nang malinaw
6448,extraneous,clarity deficit,neg,augmented,taglish,nakakafrustrate naman yung audio ng recorded lecture nagcut out sa mismong crucial part,,4301,nakakafrustrate naman yung audio ng recorded lecture nagcut out sa mismong crucial part
6449,extraneous,clarity deficit,neg,augmented,taglish,napakahalf-baked ng explanation niya sa big-o notation,,4302,napakahalf-baked ng explanation niya sa big-o notation
6451,extraneous,clarity deficit,neg,augmented,taglish,inupdate pala instructions sa group project without proper warning lala kagulo sa gawa ah ahhahahahah,,4304,inupdate pala instructions sa group project without proper warning lala kagulo sa gawa ah ahhahahahah
6453,extraneous,clarity deficit,neg,augmented,taglish,lala ng pagtransition mula loops to recursion walang kawarning-warning eh,,4306,lala ng pagtransition mula loops to recursion walang kawarning-warning eh
6454,extraneous,clarity deficit,neg,augmented,taglish,"parang nirurush na naman tapusin yung topic imbis na chill lang lalo sa topic kanina, pinakamahirap pa naman yon",,4307,"parang nirurush na naman tapusin yung topic imbis na chill lang lalo sa topic kanina, pinakamahirap pa naman yon"
6455,extraneous,clarity deficit,neg,augmented,taglish,iba pala nasulat ko sa notes online sa nadiscuss,,4308,iba pala nasulat ko sa notes online sa nadiscuss
6456,extraneous,clarity deficit,neg,augmented,taglish,"magkaiba pala inheritance at polymorphism nung sinearch ko, sabi ni sir same lang",,4309,"magkaiba pala inheritance at polymorphism nung sinearch ko, sabi ni sir same lang"
6457,extraneous,clarity deficit,neg,augmented,taglish,"gulo ng flowchart awit, nagsskip kasi ng step",,4310,"gulo ng flowchart awit, nagsskip kasi ng step"
6458,extraneous,clarity deficit,neg,augmented,taglish,di na mabasa handwriting ni sir sa shinare screen niya,,4311,di na mabasa handwriting ni sir sa shinare screen niya
6459,extraneous,clarity deficit,neg,augmented,taglish,"angrandom ng flow ni sir, walang matinong structure magdescribe ng concepts",,4312,"angrandom ng flow ni sir, walang matinong structure magdescribe ng concepts"
6460,extraneous,clarity deficit,neg,augmented,taglish,"biglang nagmemention ng term na di pa naeexplain dati, di namin magets",,4313,"biglang nagmemention ng term na di pa naeexplain dati, di namin magets"
6461,extraneous,clarity deficit,neg,augmented,taglish,"pinacheck niya lang samin yung syllabus for deadline kaso dalawa yung version, di namin alam kung alin yung tama",,4314,"pinacheck niya lang samin yung syllabus for deadline kaso dalawa yung version, di namin alam kung alin yung tama"
6462,extraneous,clarity deficit,neg,augmented,taglish,"wait lang sir huhu parang nagmagic yung SQL joins niya, hindi na-break down step by step yung kung bat ganon and ganyan",,4315,"wait lang sir huhu parang nagmagic yung SQL joins niya, hindi na-break down step by step yung kung bat ganon and ganyan"
6464,extraneous,clarity deficit,neg,augmented,taglish,"dami ng jargon sa slide, grabe. di man lang muna dinefine or kahit nagprovide reference",,4317,"dami ng jargon sa slide, grabe. di man lang muna dinefine or kahit nagprovide reference"
6465,extraneous,clarity deficit,neg,augmented,taglish,nagtanong ako and sinagot niya kaso iba naman yung pinoint out niya so di rin naanswer tanong ko HAHHAHHAAHA,,4318,nagtanong ako and sinagot niya kaso iba naman yung pinoint out niya so di rin naanswer tanong ko HAHHAHHAAHA
6467,extraneous,clarity deficit,neg,augmented,taglish,"out of order yung pagkaka-layout ng steps sa guide, nastuck ako pati ibang classmates ko",,4320,"out of order yung pagkaka-layout ng steps sa guide, nastuck ako pati ibang classmates ko"
6469,extraneous,clarity deficit,neg,augmented,taglish,"masyadong brief explanation niya sa stack and heap, ang-abstract pa",,4322,"masyadong brief explanation niya sa stack and heap, ang-abstract pa"
6472,extraneous,clarity deficit,neg,augmented,taglish,"nagswitch siya ng example habang ineexplain pa yung first one, ayun naligaw ako",,4325,"nagswitch siya ng example habang ineexplain pa yung first one, ayun naligaw ako"
6473,extraneous,clarity deficit,neg,augmented,taglish,"sinama sa quiz yung tanong na based sa concept na di naman naillustrate properly, minention lang isang beses lala",,4326,"sinama sa quiz yung tanong na based sa concept na di naman naillustrate properly, minention lang isang beses lala"
6474,extraneous,clarity deficit,neg,augmented,taglish,"gulo super ng module page, naboblock yung important announcements",,4327,"gulo super ng module page, naboblock yung important announcements"
6475,extraneous,clarity deficit,neg,augmented,taglish,"nanghingi ako clarification pero same lang din pala irerespond niya, di man lang nagadd ng context",,4328,"nanghingi ako clarification pero same lang din pala irerespond niya, di man lang nagadd ng context"
6476,extraneous,clarity deficit,neg,augmented,taglish,"di inorganize yung debugging demo, di ko nafollow yung need na thought process",,4329,"di inorganize yung debugging demo, di ko nafollow yung need na thought process"
6477,extraneous,clarity deficit,neg,augmented,taglish,"walang namention kung ano dapat imemorize and kung ano lang need ng general information, kaya overprepared ako so sana di sayang effort",,4330,"walang namention kung ano dapat imemorize and kung ano lang need ng general information, kaya overprepared ako so sana di sayang effort"
6478,extraneous,clarity deficit,neg,augmented,taglish,ginamit agad yung terms nang di dinedefine kastress lang makinig,,4331,ginamit agad yung terms nang di dinedefine kastress lang makinig
6479,extraneous,clarity deficit,neg,augmented,taglish,nagtinuro siya ng topic na di naman nakaoutline sa module namin for this week,,4332,nagtinuro siya ng topic na di naman nakaoutline sa module namin for this week
6480,extraneous,clarity deficit,neg,augmented,taglish,"medyo nakukulangan ako sa criteria ng paggrade, parang hinuhulaan ni sir",,4333,"medyo nakukulangan ako sa criteria ng paggrade, parang hinuhulaan ni sir"
6481,extraneous,clarity deficit,neg,augmented,taglish,"lagpasan na yung text sa powerpoint, parang di nag-effort sa pagdesign ng ppt eh",,4334,"lagpasan na yung text sa powerpoint, parang di nag-effort sa pagdesign ng ppt eh"
6482,extraneous,clarity deficit,neg,augmented,taglish,gulo ah paputol-putol yung recording kaya paputol-putol din discussion,,4335,gulo ah paputol-putol yung recording kaya paputol-putol din discussion
6483,extraneous,clarity deficit,neg,augmented,taglish,"wala naman connection yung diniscuss kaninang conditionals sa topic nung nakaraan, parang biglang nagappear",,4336,"wala naman connection yung diniscuss kaninang conditionals sa topic nung nakaraan, parang biglang nagappear"
6484,extraneous,clarity deficit,neg,augmented,taglish,"napakahaba ng pageexplain tas paikot-ikot lang naman, walang concrete na point na nadeliver",,4337,"napakahaba ng pageexplain tas paikot-ikot lang naman, walang concrete na point na nadeliver"
6485,extraneous,clarity deficit,neg,augmented,taglish,"nagjump si sir sa ibang topic kahit di pa done sa una, incomplete din tuloy nagets ko haha",,4338,"nagjump si sir sa ibang topic kahit di pa done sa una, incomplete din tuloy nagets ko haha"
6487,extraneous,clarity deficit,neg,augmented,taglish,"magkakaiba pala kami ng pagkakainterpret sa mechanics ng activity, di ba naman clinear up yung instructions",,4340,"magkakaiba pala kami ng pagkakainterpret sa mechanics ng activity, di ba naman clinear up yung instructions"
6488,extraneous,clarity deficit,neg,augmented,taglish,"pabalik-balik lang kami sa same point pero iba naman pag-answer niya kada balik, kalito tuloy",,4341,"pabalik-balik lang kami sa same point pero iba naman pag-answer niya kada balik, kalito tuloy"
6489,extraneous,clarity deficit,neg,augmented,taglish,ieexplain daw kung pano nakuha solution pero di naman,,4342,ieexplain daw kung pano nakuha solution pero di naman
6491,extraneous,clarity deficit,neg,augmented,taglish,sarili niya mismo nagiinterrupt sa kaniya with a completely different topic kaya nagulo flow,,4344,sarili niya mismo nagiinterrupt sa kaniya with a completely different topic kaya nagulo flow
6492,extraneous,clarity deficit,neg,augmented,taglish,"sinabi niya lang na ""malinaw na 'to"" then move on pero di nacoconfuse pa naman kami",,4345,"sinabi niya lang na ""malinaw na 'to"" then move on pero di nacoconfuse pa naman kami"
6493,extraneous,clarity deficit,neg,augmented,taglish,iniwan niya kaming mag-isip ng kami lang kung anong gagawin sa exercise imbis na magprovide ng solid na instruction,,4346,iniwan niya kaming mag-isip ng kami lang kung anong gagawin sa exercise imbis na magprovide ng solid na instruction
6496,extraneous,clarity deficit,neg,augmented,taglish,"same pronounciation ginagamit niya sa dalawang terms tas narealize namin, magkaiba pala meaning. kaya pala may iba saming nalilito",,4349,"same pronounciation ginagamit niya sa dalawang terms tas narealize namin, magkaiba pala meaning. kaya pala may iba saming nalilito"
6497,extraneous,clarity deficit,neg,augmented,taglish,sabay-sabay niyang diniscuss lahat ng steps parang wala nang nakagets,,4350,sabay-sabay niyang diniscuss lahat ng steps parang wala nang nakagets
6499,extraneous,clarity deficit,neg,augmented,taglish,"unfair, unhelpful, di nakikipagcommunicate sa students nang straightforward",waterloo,6086,"unfair, unhelpful, di nakikipagcommunicate sa students nang straightforward"
6501,extraneous,clarity deficit,neg,synthetic,english,"The lecture jumped from one topic to another without any transition, so I lost track of what we were even discussing.",,4152,"The lecture jumped from one topic to another without any transition, so I lost track of what we were even discussing."
6502,extraneous,clarity deficit,neg,synthetic,english,Slides just had bullet points with no real explanation behind them.,,4153,Slides just had bullet points with no real explanation behind them.
6503,extraneous,clarity deficit,neg,synthetic,english,The professor gave three different analogies for recursion and none of them matched.,,4154,The professor gave three different analogies for recursion and none of them matched.
6504,extraneous,clarity deficit,neg,synthetic,english,The board example didn't match the handout example at all.,,4155,The board example didn't match the handout example at all.
6505,extraneous,clarity deficit,neg,synthetic,english,It felt like random facts thrown at us with no buildup.,,4156,It felt like random facts thrown at us with no buildup.
6506,extraneous,clarity deficit,neg,synthetic,english,I rewatched the recording twice and still couldn't get the steps.,,4157,I rewatched the recording twice and still couldn't get the steps.
6507,extraneous,clarity deficit,neg,synthetic,english,He erases the board before we finish copying the notes.,,4158,He erases the board before we finish copying the notes.
6509,extraneous,clarity deficit,neg,synthetic,english,"The rubric was so vague, everyone interpreted it differently.",,4160,"The rubric was so vague, everyone interpreted it differently."
6510,extraneous,clarity deficit,neg,synthetic,english,New terms got used like we already knew them.,,4161,New terms got used like we already knew them.
6511,extraneous,clarity deficit,neg,synthetic,english,The slide had way too much text crammed in.,,4162,The slide had way too much text crammed in.
6512,extraneous,clarity deficit,neg,synthetic,english,"It assumed we already knew pointers, but that was never taught properly.",,4163,"It assumed we already knew pointers, but that was never taught properly."
6513,extraneous,clarity deficit,neg,synthetic,english,"The Big-O explanation used terms that were never defined, so I couldn't follow what he actually meant.",,4164,"The Big-O explanation used terms that were never defined, so I couldn't follow what he actually meant."
6514,extraneous,clarity deficit,neg,synthetic,english,"No recap at the end, so I don't know the main takeaway.",,4165,"No recap at the end, so I don't know the main takeaway."
6516,extraneous,clarity deficit,neg,synthetic,english,"He kept saying ""as mentioned earlier"" but never actually explained it.",,4167,"He kept saying ""as mentioned earlier"" but never actually explained it."
6517,extraneous,clarity deficit,neg,synthetic,english,Live coding skipped half the lines with zero explanation.,,4168,Live coding skipped half the lines with zero explanation.
6518,extraneous,clarity deficit,neg,synthetic,english,We jumped from loops to file handling with no transition at all.,,4169,We jumped from loops to file handling with no transition at all.
6520,extraneous,clarity deficit,neg,synthetic,english,Uploaded notes don't match what was actually discussed in class.,,4171,Uploaded notes don't match what was actually discussed in class.
6521,extraneous,clarity deficit,neg,synthetic,english,"Inheritance and polymorphism were used interchangeably, very confusing.",,4172,"Inheritance and polymorphism were used interchangeably, very confusing."
6522,extraneous,clarity deficit,neg,synthetic,english,"Exam paper said one thing, professor said another verbally.",,4173,"Exam paper said one thing, professor said another verbally."
6523,extraneous,clarity deficit,neg,synthetic,english,"Today's lecture felt disorganized, no clear connection between topics.",,4174,"Today's lecture felt disorganized, no clear connection between topics."
6524,extraneous,clarity deficit,neg,synthetic,english,Syllabus itself has conflicting deadlines listed.,,4175,Syllabus itself has conflicting deadlines listed.
6525,extraneous,clarity deficit,neg,synthetic,english,SQL joins weren't broken down step by step at all.,,4176,SQL joins weren't broken down step by step at all.
6526,extraneous,clarity deficit,neg,synthetic,english,He covers a lot but nothing gets explained properly.,,4177,He covers a lot but nothing gets explained properly.
6527,extraneous,clarity deficit,neg,synthetic,english,The flowchart skipped steps that weren't obvious to us at all.,,4178,The flowchart skipped steps that weren't obvious to us at all.
6528,extraneous,clarity deficit,neg,synthetic,english,Video audio cuts out right at the important explanations.,,4179,Video audio cuts out right at the important explanations.
6529,extraneous,clarity deficit,neg,synthetic,english,"No consistent format, sometimes slides, sometimes just talking randomly.",,4180,"No consistent format, sometimes slides, sometimes just talking randomly."
6530,extraneous,clarity deficit,neg,synthetic,english,He answers questions with more questions instead of clarifying.,,4181,He answers questions with more questions instead of clarifying.
6532,extraneous,clarity deficit,neg,synthetic,english,"Setup steps were listed out of order, so people got stuck.",,4183,"Setup steps were listed out of order, so people got stuck."
6533,extraneous,clarity deficit,neg,synthetic,english,Didn't know today's actual lesson objective until the last five minutes.,,4184,Didn't know today's actual lesson objective until the last five minutes.
6534,extraneous,clarity deficit,neg,synthetic,english,Stack vs heap explanation was too brief and abstract.,,4185,Stack vs heap explanation was too brief and abstract.
6535,extraneous,clarity deficit,neg,synthetic,english,Group project instructions kept changing with no clear updated version.,,4186,Group project instructions kept changing with no clear updated version.
6537,extraneous,clarity deficit,neg,synthetic,english,We went straight to implementation without covering the theory first.,,4188,We went straight to implementation without covering the theory first.
6538,extraneous,clarity deficit,neg,synthetic,english,He switched examples halfway through explaining time complexity.,,4189,He switched examples halfway through explaining time complexity.
6539,extraneous,clarity deficit,neg,synthetic,english,Quiz had a question from a concept barely mentioned in passing.,,4190,Quiz had a question from a concept barely mentioned in passing.
6541,extraneous,clarity deficit,neg,synthetic,english,Asked for clarification but got the same unclear wording back.,,4192,Asked for clarification but got the same unclear wording back.
6542,extraneous,clarity deficit,neg,synthetic,english,"The debugging demo skipped explaining why each fix was made, so I couldn't follow the actual logic.",,4193,"The debugging demo skipped explaining why each fix was made, so I couldn't follow the actual logic."
6547,extraneous,clarity deficit,neg,synthetic,english,Grading criteria for the report were never clearly stated.,,4198,Grading criteria for the report were never clearly stated.
6548,extraneous,clarity deficit,neg,synthetic,english,"The OOP explanation felt disorganized, like ideas were just listed without connecting them to each other.",,4199,"The OOP explanation felt disorganized, like ideas were just listed without connecting them to each other."
6549,extraneous,clarity deficit,neg,synthetic,english,Recording just cuts off before the explanation even finishes.,,4200,Recording just cuts off before the explanation even finishes.
6552,extraneous,clarity deficit,neg,synthetic,tagalog,Bigla na lang siyang lumipat ng topic kahit hindi pa tapos yung una.,,4203,Bigla na lang siyang lumipat ng topic kahit hindi pa tapos yung una.
